wake,estimatedSleep,coffee,actualSleep
30600,7.5,4,30896
32400,8.75,8,39028
31500,10,1,37281
24300,5,9,25985
20700,8.75,8,38322
18000,9,2,34627
27900,6.25,3,25312
19800,8.25,7,35758
28800,5.25,2,20946
25200,6,1,22916
32400,7.25,3,29285
26100,8.25,2,31925
31500,6.25,7,28914
26100,8.25,1,31089
24300,9.75,1,36402
27000,5.5,6,25695
27900,5.25,1,20205
16200,6.5,1,24770
19800,7.25,1,27418
18000,5.25,5,23223
27000,5,1,19319
19800,8,2,31042
34200,5.25,1,20140
25200,5.25,1,20264
23400,8.75,3,34551
46800,7.75,3,30870
19800,8.5,1,31971
20700,7.5,1,28359
26100,9.5,4,37975
27900,5.5,7,26175
21600,5.75,6,26357
28800,7.75,1,29218
27900,9.5,6,39699
29700,6.25,3,25304
70200,7,4,28926
23400,7.25,3,28920
24300,5,1,19347
26100,8,2,30919
21600,8.25,2,31888
28800,7.75,3,30758
28800,7.75,9,35334
33300,7,3,28061
22500,9.5,8,41150
30600,8,1,30163
28800,6.5,4,27303
35100,7.25,3,28882
18000,5.75,8,27717
22500,7.75,1,29205
34200,9.5,1,35556
23400,8,4,32353
29700,7.25,1,27468
18000,7,5,29794
31500,5,1,19362
21600,6,7,27638
28800,6.75,4,28365
68400,5.75,4,24673
20700,8.5,2,32785
33300,8.5,1,31960
23400,6.75,3,27458
19800,6.75,4,27876
22500,7.5,8,34181
18900,6.75,1,25640
34200,7.25,3,28949
62100,9.5,2,36424
34200,5.25,2,21040
30600,9.5,2,36366
18900,5.25,1,20139
18900,9.5,5,39019
34200,9.75,6,40726
33300,6.75,3,27319
19800,7.75,2,29938
25200,5.25,7,25659
20700,6.75,2,26518
54000,8.75,1,32859
17100,5.5,1,21051
57600,8.5,3,33376
21600,6.75,2,26385
29700,6.25,3,25344
25200,10,2,38044
29700,5,2,20215
25200,6.25,9,30893
28800,10,1,37257
23400,5.5,1,21070
23400,6.25,3,25304
75600,8,3,31951
20700,5.5,7,25934
21600,9.25,2,35511
0,9.25,3,36099
33300,9.75,1,36362
29700,5.75,1,21957
26100,5.25,2,21168
22500,6.5,1,24732
33300,8.5,1,31958
31500,7.5,1,28284
28800,5.25,1,20200
20700,7,1,26540
35100,5.75,1,22009
18900,8.5,6,36353
18000,9.75,4,39071
30600,8.75,9,39241
21600,7.25,1,27492
33300,5.5,1,21144
27900,6.25,8,29146
24300,8.75,2,33517
19800,7.5,5,31943
35100,9,6,38291
21600,9,1,33757
24300,9.5,4,38020
23400,9,1,33752
19800,7.75,3,30952
15300,8.75,2,33481
27900,5.25,2,21003
18000,6.75,7,30938
22500,8.75,7,38171
30600,6.75,1,25605
9000,8.25,4,33757
26100,5,2,20060
23400,5.5,6,24958
30600,8.5,1,31881
27900,7.25,1,27448
30600,9.5,9,42377
35100,7,3,28300
18000,5.5,3,22546
35100,5.5,4,23802
21600,9.5,8,41233
35100,8.5,2,32886
34200,5,8,25046
29700,5.25,1,20163
18000,7.25,4,29902
27000,10,7,42127
44100,7.5,2,29055
34200,9.25,3,36047
28800,5.25,2,21138
27900,5.5,6,25263
32400,8.5,1,31843
29700,8.25,6,35379
27000,8.25,4,33511
25200,9.25,6,38974
30600,5.75,8,28248
29700,6.25,6,27842
20700,9.5,1,35517
45000,7.5,1,28267
21600,8.25,1,31048
37800,7.75,1,29201
54000,8.25,1,31060
18900,10,6,41530
30600,8,7,35364
28800,8.5,7,36980
27000,9.25,2,35478
19800,7.5,1,28395
22500,6.75,1,25639
24300,6.25,2,24494
19800,9.25,7,39361
31500,6.25,10,31885
27000,5.75,1,22067
20700,8.5,2,32699
18900,6.75,5,28742
29700,8.25,4,33469
25200,9.75,3,37855
30600,6,1,22930
21600,9.25,1,34573
28800,5,2,20020
34200,9.25,1,34605
18900,8.75,2,33657
25200,7.5,1,28254
18000,7.25,1,27315
71100,7.5,2,29221
33300,7.5,10,35418
19800,5.25,1,20182
25200,6,2,23670
34200,7.5,1,28396
65700,8.5,7,36918
27900,7.5,1,28337
21600,6.5,3,26428
31500,7.25,4,29885
30600,5,7,24442
26100,7.5,3,29797
20700,10,5,40371
18000,6.5,10,31779
51300,6.25,6,28245
26100,7.75,1,29190
20700,7.25,1,27350
21600,6,2,23728
57600,5.25,1,20155
27000,9.5,2,36322
23400,6.75,1,25553
23400,7.5,2,29135
55800,8.75,3,34376
26100,10,1,37307
34200,5.5,3,22681
18000,7.75,10,36676
71100,5.25,1,20168
72000,6.5,1,24736
31500,7,8,32365
30600,8.5,3,33450
21600,6.25,7,28938
48600,5.75,6,26079
73800,6.25,2,24506
54900,7.5,7,33270
26100,7,1,26491
62100,6,1,22858
22500,8.5,1,31879
26100,10,2,38155
35100,7.5,2,29089
22500,6.75,7,30574
25200,7.75,4,31894
20700,10,1,37236
19800,6,1,22910
26100,10,3,38778
35100,8.5,1,31869
23400,10,3,39133
33300,6.25,9,30836
19800,9.75,4,38761
23400,9,7,38355
31500,7.5,2,29186
23400,9.75,3,37994
18000,6.25,1,23749
20700,5.5,2,21968
34200,9.75,1,36468
22500,10,1,37346
20700,7,3,28360
53100,5,1,19351
24300,5.25,1,20225
60300,8.75,3,34480
24300,6,5,26531
19800,8.5,1,31874
30600,5.75,1,22005
29700,5.75,1,21969
25200,8,1,30085
26100,7.75,3,30802
33300,10,2,38157
28800,6,4,25211
32400,5.25,1,20147
18900,5.25,1,20217
21600,7.25,3,29045
61200,7,1,26508
32400,8.25,8,36850
22500,6.5,2,25543
21600,7.5,1,28327
23400,7,3,28027
21600,5,9,26149
20700,8.25,1,31098
18900,5.75,1,22064
19800,8,1,30151
27000,7.5,1,28313
29700,8,5,33615
34200,9.75,2,37180
47700,7.25,3,29228
21600,9.5,8,40857
28800,9,1,33762
30600,5,2,20274
63900,7.5,1,28292
33300,8.75,2,33574
80100,9.25,1,34622
21600,8,1,30169
33300,7.75,2,29928
21600,6.75,5,29252
26100,9.25,3,36275
34200,7,3,28328
31500,6.5,3,26270
26100,9,1,33761
26100,7.75,2,29963
33300,7,1,26473
27000,5.5,2,22028
28800,8,2,30817
26100,9.75,5,39776
18000,5,3,21139
18900,7,1,26482
29700,8.5,1,31868
32400,7,3,28318
29700,9.5,5,39023
27900,9.25,7,39632
31500,9.75,7,41290
30600,7,1,26488
18900,6.5,10,32089
29700,8.75,1,32772
27900,5.75,2,22937
26100,5.25,9,26479
29700,8.5,2,32654
19800,8.5,3,33525
33300,9,1,33727
19800,6.25,6,28110
23400,6.5,4,27347
34200,6.25,1,23847
22500,9.5,6,39647
30600,7.5,1,28297
29700,7.25,1,27371
22500,8.75,4,35235
55800,8.5,3,33629
26100,7.5,1,28239
22500,6.5,1,24655
24300,8.5,1,31917
23400,5.25,1,20187
13500,9.75,1,36383
31500,9.75,10,44223
25200,7.5,4,30603
19800,7.5,3,30185
18900,7,1,26558
62100,6.25,6,27841
19800,9.25,2,35332
30600,5.5,1,21096
20700,5,2,20177
30600,9,1,33729
18900,10,1,37264
34200,6.75,4,28129
28800,9.5,1,35491
9900,8.5,9,39031
67500,5.25,8,26420
24300,5,3,21123
27000,9,9,39850
18000,7.5,4,30912
36900,6.25,1,23859
27900,8.5,7,37050
29700,5,3,20965
82800,5.75,8,27384
23400,9.75,3,38288
18000,9.75,2,37360
23400,5.5,5,24167
29700,7.5,9,34703
68400,5,1,19289
35100,9.75,8,42276
32400,5,2,20226
29700,9,3,35452
30600,9,1,33678
19800,10,2,38093
35100,6,2,23757
18000,9.75,1,36460
31500,8.5,1,31967
27000,8.75,1,32866
30600,7,2,27270
22500,8,4,32862
34200,7,1,26541
19800,8.5,2,32866
26100,7.5,4,30524
35100,6,10,29711
23400,9,1,33659
35100,8.25,4,33412
18900,6.75,7,31062
18000,5.5,4,23461
28800,7.75,2,30143
27000,8.25,10,38568
18900,7.25,6,31906
27000,9,8,39503
54000,5.75,3,23651
33300,7.5,10,36373
33300,6,2,23752
34200,6.75,1,25678
35100,5,10,26133
31500,6.75,1,25663
19800,6.25,1,23871
18000,6.5,3,26384
19800,10,1,37328
21600,9,4,36181
22500,8.5,10,38703
23400,5.5,1,21098
35100,7.25,10,34830
30600,6.25,2,24526
33300,8.5,2,32848
18900,10,5,40543
16200,6.25,7,28534
29700,9.75,2,37339
26100,6.75,3,27249
34200,9.25,3,36102
28800,9.75,1,36406
18000,5.25,1,20271
29700,6,1,22835
54000,7.75,3,30730
18000,5.75,1,22042
22500,8.75,7,37343
28800,8.25,4,33394
34200,9.25,1,34621
29700,7.25,5,31020
19800,5,1,19299
35100,5.25,6,24021
24300,6.5,5,27843
18900,9.5,3,37092
34200,7.5,2,29266
40500,8,3,32000
33300,5.75,2,22991
31500,9,1,33683
28800,9,7,38531
35100,9.25,6,38532
21600,9.75,6,40325
18900,8.25,3,32517
18000,9.25,2,35504
27000,9.75,9,42437
18000,8,1,30058
34200,9.75,1,36451
31500,9.25,4,36981
32400,5.75,3,23617
18000,5.75,1,21972
31500,5,1,19241
31500,8,1,30088
33300,5.5,1,21037
18000,6.75,4,27855
27000,9.75,1,36431
24300,5.5,5,24193
29700,5.75,7,27041
21600,5.75,2,22981
31500,8.75,6,36729
27900,6.5,1,24789
28800,9.5,10,43496
23400,5,4,21539
45000,5.5,7,26491
25200,5.5,1,21143
29700,10,2,38263
63900,8.5,1,31859
28800,5,3,20913
27000,7.75,1,29222
18000,10,1,37337
27900,9,2,34586
30600,9,1,33740
18900,5.25,2,21102
18000,6.25,8,29550
23400,9.75,3,37913
19800,5.25,3,21985
29700,9.75,2,37341
30600,7.75,1,29191
18900,7,2,27239
18000,6,1,22874
73800,9.5,2,36281
33300,5.5,3,22726
29700,5.25,4,22950
0,6,1,22942
35100,9.75,1,36417
34200,6.25,1,23854
19800,8,4,32738
34200,7.25,1,27358
21600,6.5,1,24737
35100,5.5,1,21161
26100,8.5,9,38351
18900,6.25,10,31144
49500,5.25,3,22036
33300,6.5,2,25537
19800,9,1,33771
35100,7.25,1,27472
35100,7.5,3,30172
35100,5.25,1,20234
24300,6.25,7,28982
18000,8,1,30077
18000,6.75,3,27235
26100,8.75,1,32747
23400,6.75,10,32402
33300,7,1,26434
23400,5.75,4,24237
21600,8.5,6,35950
77400,5.25,9,26445
19800,7,6,30877
18900,5.75,6,26383
34200,7.75,1,29199
61200,6,1,22885
18900,8.5,3,33552
26100,8.5,1,31897
27000,6.25,2,24666
28800,7.25,2,28374
24300,7,2,27392
35100,9,2,34489
27000,7.75,1,29230
31500,6.25,2,24715
24300,9.25,4,37131
66600,7.25,1,27377
27900,7,6,30708
25200,10,7,42420
30600,6,7,28326
28800,8,9,37124
23400,8.5,2,32808
84600,7.5,9,34745
29700,8,1,30144
30600,6.5,2,25610
24300,8.75,10,41000
25200,5.75,3,23863
25200,9.25,4,36945
24300,9.25,10,42787
29700,7.75,1,29223
23400,5.75,6,25880
33300,7.5,8,34034
26100,7.5,4,30778
49500,8.25,1,30948
35100,9.25,1,34638
20700,5,3,21057
26100,8.75,8,38255
32400,5.75,1,22078
85500,5.75,1,22071
26100,7.5,4,30984
19800,5.25,7,25111
27900,9.5,9,42388
19800,8.75,3,34597
32400,10,3,38974
20700,8.75,2,33705
20700,8.5,4,34443
22500,10,5,40502
25200,6,1,22963
55800,6.5,1,24662
32400,8,1,30096
32400,5.75,2,22878
25200,5.75,6,25808
25200,7.25,3,29162
33300,5,4,21778
28800,5.25,6,24398
35100,8.5,1,31838
18900,5,3,20875
31500,9.5,5,39088
23400,9.75,2,37247
28800,6.75,7,30934
45900,8,1,30134
33300,8,8,35877
30600,7.25,6,31325
29700,5,5,22822
42300,5.75,1,22014
72900,6,2,23866
35100,7.5,1,28367
26100,5,1,19327
34200,5.5,3,22708
58500,5.25,6,24438
33300,5,3,20849
18000,6.75,3,27122
33300,6.25,10,30969
25200,8.75,2,33781
27900,7.5,2,29012
18000,9.25,2,35439
25200,10,6,41468
33300,9.75,3,38122
22500,9.5,4,37791
22500,8.25,1,31046
30600,7.75,1,29251
25200,9,1,33719
18900,6.75,1,25578
35100,5.75,6,26001
32400,6.5,4,27058
35100,6.5,2,25684
23400,6.25,8,30187
20700,7.5,1,28270
35100,6.75,3,27243
18000,5.75,1,21936
28800,8.75,3,34328
26100,8.25,2,31692
29700,9,4,36049
22500,6.5,9,31557
24300,7.75,2,30146
28800,6.5,1,24644
21600,7,3,28174
18000,5.25,1,20157
19800,8,7,35073
26100,7.25,10,34508
18900,7.5,1,28277
22500,8.75,1,32858
32400,5.5,5,24619
27900,7.25,1,27329
34200,9.75,2,37108
20700,5.25,3,21893
24300,7,8,32584
22500,6,1,22926
19800,7,3,28043
18000,5,4,22021
30600,9.75,2,37310
35100,8.25,3,32563
56700,5.5,1,21115
27000,10,1,37382
19800,5.75,1,21961
44100,5.25,1,20280
35100,8,1,30027
28800,7.5,1,28260
34200,8.5,6,36388
28800,7.25,3,28988
33300,5,3,21013
27000,7,2,27289
20700,7.75,10,36284
33300,6,10,30896
21600,5,8,24818
28800,5.25,3,21873
23400,7.75,4,31945
70200,5.25,5,23275
19800,5.25,7,25559
85500,8.5,1,31942
34200,9.75,7,41432
25200,6,5,26012
33300,10,10,44780
33300,10,10,44307
29700,10,3,39140
21600,8,3,31621
27900,9.5,1,35490
26100,6,1,22891
25200,9.5,1,35549
27900,7.5,10,35577
18900,10,5,40805
26100,8.5,6,35724
25200,8.75,8,38447
82800,7.25,3,29144
29700,7,1,26506
29700,6.5,7,30195
29700,7.75,3,31060
27000,7.5,1,28315
19800,7,4,28786
24300,7,5,29826
18900,9.25,1,34676
28800,6.25,1,23801
23400,5.75,2,22748
20700,5,1,19269
26100,7.5,4,30868
30600,10,1,37292
21600,7.75,2,30132
35100,7,8,32060
27000,9.5,1,35574
25200,7.75,2,30105
28800,9.5,8,41212
47700,6.25,2,24644
35100,7.25,6,31270
29700,9.75,2,37124
67500,7.5,3,30051
19800,9.25,2,35416
32400,6.5,4,27069
20700,6.5,2,25640
33300,8.25,1,31016
30600,7,2,27262
31500,8,9,36950
26100,8.5,1,31916
28800,9.75,2,37124
35100,8.75,2,33692
33300,7.75,5,32577
17100,6.25,3,25445
26100,10,1,37353
21600,7,1,26552
65700,7.25,2,28321
24300,9.5,1,35448
27900,8.25,3,32650
35100,9.75,3,38035
18000,5.5,1,21100
32400,5,1,19283
31500,6,8,28400
18000,6,3,24709
34200,5.25,3,21815
66600,9.25,3,36160
21600,5,9,25704
18900,8.25,1,31028
18000,6.75,1,25547
25200,7.25,2,28341
21600,6.5,7,29727
31500,8.75,1,32835
18900,9,1,33699
31500,9.75,3,38215
19800,7.5,1,28226
24300,7.5,3,30152
31500,8.75,3,34576
31500,5.5,9,28212
18000,7.25,3,29216
21600,8.5,1,31973
20700,9,4,36126
27000,5.75,6,26127
20700,7,4,28973
21600,7.5,10,35384
32400,8,3,31863
24300,9,1,33772
23400,6.5,3,26286
83700,10,4,39938
28800,6.5,8,30302
18900,6.75,2,26387
29700,8.75,8,38255
20700,7.5,2,29262
14400,9.5,2,36417
34200,7.25,1,27417
18900,9.5,9,42233
31500,8.75,2,33721
19800,9.75,1,36461
72900,10,1,37231
24300,5,2,20091
23400,9.75,6,40725
28800,9.5,8,41466
83700,7,3,28389
25200,5.5,2,21902
19800,7.5,10,35390
21600,8.5,2,32806
13500,5,3,20853
30600,10,2,38199
33300,7.25,6,31280
24300,6.75,6,30172
24300,5,3,20833
31500,7,1,26576
18000,6.75,6,29639
35100,8.75,9,39349
21600,6,3,24696
25200,9.75,1,36402
71100,8,1,30069
24300,8.5,3,33433
63000,8.75,1,32851
29700,5,1,19278
18900,9.5,1,35467
33300,5,7,24792
32400,5.25,3,22058
18900,5,1,19325
22500,9.25,6,38768
20700,7,2,27419
18000,9.5,1,35557
25200,5,7,24099
30600,10,2,38062
20700,8.75,7,37703
47700,7.5,7,33695
26100,6,10,30286
20700,8.25,3,32672
22500,6.75,1,25619
35100,5.75,1,22011
26100,9.25,3,36457
19800,8.75,1,32787
18000,7,3,28115
29700,10,1,37252
20700,5.5,1,21069
18000,5.25,8,25692
34200,8.75,6,36864
18900,5.25,1,20146
45000,7.5,1,28279
9000,9.25,1,34665
26100,6,3,24730
29700,6.75,1,25516
24300,9.5,9,42623
27900,7.25,1,27435
21600,6.25,7,28878
23400,7.75,1,29215
25200,7.75,3,30813
33300,10,2,38209
20700,6.25,7,28456
19800,5.25,1,20188
32400,9.75,2,37213
25200,6.25,2,24786
19800,9.5,3,37089
30600,7.75,1,29227
21600,8.25,4,33356
35100,5,3,20875
26100,5,1,19236
25200,9.75,1,36455
28800,9.5,4,38001
28800,9.75,9,43294
28800,9,1,33700
18900,8.5,2,32709
26100,7.75,1,29191
29700,9.25,4,36965
20700,9.25,2,35384
21600,6,6,26714
27000,8,7,35326
32400,6,1,22966
19800,9,3,35233
18900,6.25,1,23867
20700,8.25,5,34314
27000,5.25,4,22781
18000,5.5,3,22923
30600,5.25,9,26424
20700,5,3,20898
19800,7.25,2,28296
23400,6,3,24546
27900,5.25,2,20934
19800,6.25,1,23782
25200,9,1,33693
19800,6.5,2,25529
18900,5.5,10,28641
28800,9.5,4,37940
32400,9,6,37528
23400,5.25,8,25929
26100,5.5,1,21049
22500,8.5,9,38016
27000,8.25,2,31953
18900,8.5,2,32884
27900,6.5,1,24670
34200,8.25,2,31943
28800,7.5,1,28330
34200,5,3,20832
22500,6,3,24757
45900,10,1,37325
19800,8.25,1,31020
34200,8.25,1,31005
20700,9.75,2,37259
22500,7.5,1,28348
34200,7.5,3,29994
31500,8.25,2,31742
32400,9.75,3,38253
29700,10,1,37373
34200,7.75,1,29155
30600,8.5,1,31853
26100,10,6,41279
28800,9.5,3,37024
25200,7.5,1,28371
31500,9,10,41524
22500,7.5,1,28265
25200,8.25,1,31003
28800,9,7,38331
26100,7,2,27330
34200,7.5,3,29951
25200,5.25,1,20170
22500,8.25,10,38357
28800,5.5,5,24619
3600,9,2,34533
31500,8.75,8,38404
18000,6.5,1,24673
33300,5.25,1,20218
21600,9.75,2,37300
24300,8.75,3,34567
23400,9.25,4,37030
20700,8,10,38284
19800,6,2,23853
31500,7.5,3,30143
34200,7.25,1,27386
56700,9,1,33696
18900,5,5,22700
31500,6.25,1,23806
29700,6.25,9,30730
32400,7,3,28388
22500,9.75,1,36393
35100,7.5,1,28366
23400,6.25,1,23756
25200,6.5,5,28360
24300,8,2,30799
2700,8.75,1,32749
35100,7.5,4,31092
18900,6.25,2,24578
34200,5.75,2,22878
35100,7.5,4,30873
27000,10,2,38189
20700,6.75,1,25536
33300,6.5,1,24726
27000,8.25,1,31033
55800,5.5,9,27483
77400,5.75,10,28994
23400,7,3,28047
20700,7.25,1,27363
22500,8.25,9,37306
32400,6.75,3,27351
27900,10,3,38869
18000,10,7,42509
35100,6,2,23830
24300,6.25,1,23793
20700,9.5,1,35427
30600,5.25,1,20248
33300,6.75,3,27206
34200,8.5,10,38900
31500,9.75,1,36445
12600,9.25,2,35466
68400,7.5,3,30152
21600,7.5,1,28383
32400,6.75,4,28107
58500,5,1,19314
23400,5.25,1,20227
78300,8.25,3,32522
32400,6.75,4,27965
29700,7.5,5,31504
32400,9.75,1,36427
29700,8.5,4,34145
26100,7.25,1,27415
21600,7.25,5,30969
24300,7,1,26473
23400,6.75,3,27232
33300,5.25,2,21113
24300,6.5,7,30010
21600,9.5,5,38482
60300,7.25,1,27399
28800,5.75,3,23483
22500,6,1,22951
33300,6.75,3,27442
22500,8.5,3,33488
18000,6,2,23865
28800,9.5,3,37128
26100,5.75,5,25424
24300,6.25,1,23799
19800,9.5,8,41376
24300,6.25,9,30004
21600,7.25,1,27358
55800,8.5,8,37922
41400,8.5,9,38208
30600,7.25,1,27452
32400,9.25,9,41062
20700,5.5,4,23768
18000,8.25,3,32769
33300,9.25,5,37649
30600,10,10,44496
26100,8.25,1,31008
27900,9.5,9,42291
38700,6,8,28206
21600,5.25,10,27766
13500,9.5,2,36223
35100,10,1,37241
19800,9.5,2,36318
43200,9,9,39742
31500,6.5,7,30044
23400,6.75,2,26519
25200,7.75,3,31067
30600,7.5,5,31554
29700,9.75,4,38976
27000,9.25,1,34565
54000,7.25,1,27359
27900,8.25,3,32706
24300,6.75,1,25569
33300,9.25,4,37208
27000,7,10,33660
32400,9.5,3,37048
19800,6,1,22941
54000,7,3,28209
26100,9.5,6,39360
4500,7,1,26570
31500,7.75,3,30817
22500,6.75,2,26584
18000,9.5,2,36339
28800,5.75,4,24742
7200,6.25,2,24533
26100,9.75,1,36459
31500,9,5,36872
33300,9.25,2,35364
20700,9.25,1,34641
33300,9.5,3,37285
18000,5.75,5,25498
24300,8,1,30141
28800,9.75,4,38894
31500,9.25,1,34660
27000,5,10,27003
22500,5.5,4,23662
20700,6.5,9,31814
33300,5.5,3,22817
30600,6,5,26352
15300,9,1,33640
28800,10,1,37354
34200,5.75,2,22950
7200,5.5,7,26276
27000,6.5,8,30637
35100,9,4,36439
30600,7.5,1,28348
76500,8.25,5,34090
19800,10,1,37341
22500,8.75,3,34291
34200,8.5,2,32774
34200,6.25,1,23735
19800,5,5,22294
23400,8.25,1,31053
35100,7.5,10,35317
26100,8.75,2,33783
18000,5.5,1,21095
49500,6.75,3,27254
26100,7.5,3,29905
33300,9.5,1,35531
28800,8,1,30064
25200,7,1,26535
18900,5.75,8,28360
26100,8.75,8,39187
30600,9,4,36255
23400,5.25,1,20251
34200,6.5,2,25531
21600,9.5,1,35445
35100,8.25,10,39013
34200,8.5,2,32720
900,8.5,4,34642
59400,5.75,2,22951
25200,7,4,28774
34200,6.5,1,24734
27900,7,4,28904
29700,8,1,30093
23400,9,1,33721
30600,5,1,19349
31500,9.75,3,38062
28800,10,1,37309
22500,6.75,1,25555
19800,10,3,38808
28800,7,6,30898
18000,8.5,1,31922
35100,6.25,2,24642
34200,9,9,39901
33300,7.75,1,29243
21600,5.25,1,20140
25200,6.75,9,32526
28800,5.25,1,20267
24300,6.25,3,25453
34200,7,5,30097
34200,7.5,3,29819
29700,7.75,4,31955
18900,6.5,1,24626
22500,8.5,1,31909
18000,5.75,1,22031
81900,9.25,1,34617
34200,7.25,4,29902
23400,6.25,2,24769
18000,6.75,1,25653
33300,8.25,1,31054
19800,7,7,31202
19800,9.75,1,36449
27900,9,5,37120
27900,8.25,8,36277
67500,9.25,1,34652
18000,10,2,38179
9000,10,1,37240
34200,8.75,7,38031
51300,7.25,3,29018
28800,5.75,10,29299
27900,9.5,10,43023
28800,9,4,36079
27900,6,4,25607
33300,5.25,1,20235
26100,9.25,3,36096
34200,9.5,1,35485
18000,5.25,3,21988
20700,6.5,8,30220
26100,7,10,33880
21600,9.5,3,37291
60300,8.5,2,32745
33300,6,2,23855
34200,5.75,8,27486
35100,7.5,1,28363
23400,5.25,3,22016
32400,8.5,1,31926
19800,5,3,21074
63900,5,1,19331
27900,5.75,2,22717
27000,6.5,3,26491
34200,7,2,27452
20700,9,8,39494
26100,8.5,5,35489
23400,8.25,1,31006
9900,6,5,26235
31500,9.5,1,35496
21600,7.25,7,32109
27900,7.25,3,29141
19800,9.5,9,41538
19800,6.75,1,25684
22500,10,8,43338
8100,8.75,1,32750
77400,7.5,1,28387
20700,6.5,1,24710
26100,9.5,6,39873
30600,8.5,1,31999
22500,6.75,3,27063
18900,9.75,3,37965
27900,7.75,8,34782
24300,7.5,1,28334
21600,6.75,2,26353
22500,7.5,1,28272
27900,5.75,1,22034
22500,9.75,2,37268
16200,8.75,3,34393
26100,6,1,22882
27900,5.25,2,20955
31500,5.75,6,26596
27000,6.75,3,27245
24300,8.5,1,31890
31500,5.75,2,22813
25200,5.5,3,22838
31500,8.25,4,33593
30600,5.5,1,21095
22500,8.75,1,32736
22500,6,4,25254
19800,8.25,1,31036
33300,10,9,43535
33300,7.75,3,30920
30600,6.5,4,27317
28800,8.75,1,32776
18900,5.5,3,22901
57600,5,8,24904
32400,8.75,5,36365
24300,6.75,8,31681
33300,8.75,5,36201
18000,5.75,1,22042
29700,5.25,10,27757
21600,7,7,31228
29700,6.5,7,29724
24300,5.5,3,22791
43200,7.25,1,27405
31500,10,2,38004
40500,5,3,21183
54900,7.25,4,30007
22500,9.25,1,34535
34200,8.25,3,32522
32400,10,8,42962
23400,6.25,8,29876
28800,7.5,1,28369
28800,9.25,3,36296
33300,7,1,26562
21600,6.75,3,27062
78300,9,1,33646
22500,5.75,7,27365
35100,5.75,3,23552
22500,10,3,39113
29700,5.25,1,20210
21600,10,5,40572
30600,7,1,26530
23400,6,2,23679
29700,7.25,1,27407
24300,9.5,8,41725
27000,9,1,33726
27000,6,3,24500
32400,9.5,1,35472
26100,5,2,20161
23400,5.75,1,21991
26100,7,2,27435
19800,9.25,1,34622
25200,9.5,1,35533
85500,7.25,4,30084
33300,5.5,1,21100
28800,7.75,10,36992
32400,5.5,4,23461
34200,9.25,1,34649
18000,5.5,3,22746
42300,7.25,1,27424
18000,5.5,9,27140
23400,8.25,4,33573
33300,7.75,1,29219
72900,8.5,2,32729
28800,8.25,1,30989
23400,7.25,7,32164
29700,8.25,4,33426
18900,9.5,6,39999
28800,5.5,4,23467
23400,8,2,30999
32400,9.75,1,36389
25200,7.5,7,33078
29700,5.75,9,28161
50400,9.25,7,39574
31500,5.5,1,21119
27900,7.75,5,32264
26100,10,8,43483
19800,9,3,35263
35100,7.25,7,32045
3600,7.5,2,29072
22500,5.25,2,21048
32400,8.25,4,33672
21600,8,1,30073
33300,5.5,10,29083
85500,5.75,4,24648
19800,9.75,1,36469
25200,9.5,10,43679
27000,7.25,7,32482
31500,6.5,2,25452
24300,6.25,2,24660
27000,6.5,4,27316
28800,6,4,25175
25200,5.5,1,21154
21600,9.25,1,34596
32400,5.5,6,25147
30600,6.75,6,29886
19800,5,3,21060
23400,6.5,10,32159
34200,9.75,2,37240
27000,9.75,1,36423
27900,5.75,1,22081
31500,9.5,3,37265
25200,5.25,7,24803
30600,8,7,35270
26100,9.5,9,42053
27000,7.5,9,35098
34200,5.5,3,22784
18000,10,1,37342
27900,7.75,1,29177
34200,9.5,3,37318
33300,7,1,26504
23400,8.25,1,31061
34200,9.5,1,35496
18000,5.5,3,22767
25200,9.75,1,36470
19800,8.5,3,33374
28800,6.75,9,32494
23400,7.5,2,29148
24300,10,7,42407
28800,9.25,4,36957
24300,8.25,5,34445
26100,9.5,9,42509
28800,7.75,4,31703
24300,9,1,33695
27900,9.5,6,39773
73800,7.75,1,29281
32400,6.5,6,28462
18900,5.25,2,21068
34200,6,1,22986
19800,6.75,1,25666
30600,10,2,38268
58500,6.25,2,24578
19800,7.25,1,27364
900,5.25,7,25617
20700,5.5,3,22620
24300,6.75,2,26459
35100,6.75,3,27353
18900,9.75,2,37102
20700,8.5,8,37256
28800,5,2,20285
29700,8.5,6,35841
22500,7.75,4,31581
30600,7,1,26568
24300,5,3,21162
31500,9.5,3,37039
28800,9.75,8,41702
82800,9.5,9,42388
19800,8,1,30105
30600,5,4,21811
27000,8.25,1,31054
18000,5.75,1,22057
9000,6.5,4,27387
28800,7.5,1,28239
33300,5.5,3,22734
25200,7.25,5,30907
31500,5.25,8,26484
19800,6.75,2,26400
27000,7.5,9,35410
25200,6.75,2,26517
28800,6.25,1,23778
19800,6.25,6,28080
28800,9.5,1,35476
24300,10,3,38915
25200,5.75,1,21944
24300,6.25,1,23765
34200,5.75,1,21952
25200,9.75,5,40006
20700,9.5,1,35524
34200,6,2,23610
900,9.25,1,34628
28800,9.5,3,37067
23400,9.75,1,36466
25200,8.5,6,36160
29700,10,7,42519
25200,8.5,1,31886
21600,5.5,2,21917
29700,9,2,34640
18900,7.25,3,28989
27900,6.75,3,27256
33300,10,4,40041
24300,9.5,5,39110
25200,6.75,2,26588
31500,8.5,7,36431
20700,8.25,1,30976
30600,9.5,6,39791
